process_id,start_idx,end_idx,timestamp,day,detected_type,detected_duration_s,drop_amplitude_bar,high_low_energy_ratio,middle_residual_std_bar,dominant_hz,descent_slope_bar_s,descent_range_bar,descent_turning_points,hold_valley_slope_bar_s,hold_valley_range_bar,hold_valley_turning_points,recovery_slope_bar_s,recovery_range_bar,recovery_turning_points
104,356821,356837,2025-01-09 06:14:02,8,process1,32.0,1.4000574001613164,0.21972536631012088,0.06681798429929209,0.1,-0.12548317190502445,1.0038653752401956,0,-0.005331558820392675,0.2094799400383338,3,0.049744401563563745,0.39795521250850996,0
105,356881,356899,2025-01-09 06:16:02,8,process2,36.0,1.1182883128182692,0.1714614381982968,0.07704283981470252,0.05,-0.08102073898746626,0.64816591189973,0,0.03175214865628874,0.7156845443593105,1,0.028584018597104188,0.2286721487768335,0
106,357301,357317,2025-01-09 06:30:02,8,process1,32.0,1.3930009083219437,0.1635465950060862,0.06246070080332416,0.1,-0.12757810888413157,1.0206248710730526,0,-0.0035418411215544727,0.18419280844631736,4,0.05600877669430887,0.44807021355447096,0
107,364921,364938,2025-01-09 10:44:02,8,process2,34.0,1.1233091829320947,0.3785456160379428,0.0721017427690301,0.05,-0.08216722766392898,0.6573378213114318,0,0.027107433330238424,0.6657738972726257,1,0.014185265075780829,0.11348212060624663,0
108,376321,376337,2025-01-09 17:04:02,8,process2,32.0,1.4632840892042935,0.10452997331014417,0.1021541083849865,0.05,-0.12441740697185444,0.9953392557748355,0,-0.00794581984239019,0.24546486804543655,3,0.05718435036766467,0.45747480294131737,0
109,377341,377359,2025-01-09 17:38:02,8,process2,36.0,1.0951271262099458,0.19886699644514658,0.07971067629148712,0.05,-0.08542114149476299,0.6833691319581039,0,0.030487825502756232,0.6762882686891385,1,0.029825784807102074,0.2386062784568166,0
110,378121,378137,2025-01-09 18:04:02,8,process2,32.0,1.4821927173112552,0.12923782574790282,0.1176002881066154,0.05,-0.1298903491666104,1.0391227933328833,0,-0.0021594782399543514,0.2789722285053102,3,0.053180403035811286,0.4254432242864903,0
111,378901,378919,2025-01-09 18:30:02,8,process2,36.0,1.0884602045932237,0.1313102216354062,0.060168591563221185,0.05,-0.08370374079071463,0.669629926325717,0,0.025826763197333482,0.6477767396856327,1,0.029379899600526782,0.23503919680421426,0
112,379441,379457,2025-01-09 18:48:02,8,process1,32.0,1.449821182464008,0.3953961965745784,0.06881333545321362,0.1,-0.11984272537622576,1.0302151153453138,1,-0.0035952295063054317,0.25840137491111825,3,0.04685750124598609,0.3748600099678887,0
113,386941,386959,2025-01-09 22:58:02,8,process2,36.0,1.1128681611373277,0.04610868987450211,0.07070595290770589,0.05,-0.07599638301328249,0.6079710641062599,0,0.028555985831556052,0.7097900097001824,1,0.029434102211030266,0.23547281768824213,0
114,389581,389597,2025-01-10 00:26:02,9,process1,32.0,1.4266757877262402,0.7000320999869045,0.056170984014694864,0.1,-0.12560449188780792,1.0071416217958808,1,-0.0015331488737437098,0.14570801179901682,4,0.058757529549540166,0.47006023639632133,0
115,394801,394819,2025-01-10 03:20:02,9,process2,36.0,1.078699793396165,0.060021171140509456,0.07321882158088051,0.05,-0.07596097946790314,0.6076878357432252,0,0.03062323023164189,0.6705030008727864,1,0.026381465777676583,0.21105172622141266,0
116,396301,396317,2025-01-10 04:10:02,9,process1,32.0,1.4872665179604976,0.7807149420215115,0.07714216041748702,0.1,-0.11918067987415976,1.0372797270242735,1,-0.0038069704057237777,0.25044376333835583,4,0.06462809244535433,0.5170247395628347,0
117,402061,402079,2025-01-10 07:22:02,9,process2,36.0,1.0933238664484182,0.09327405254706497,0.06054843017567311,0.05,-0.07601912480706924,0.6081529984565539,0,0.029568820175178107,0.7058150977689666,1,0.03391514832836934,0.2713211866269547,0
118,407341,407357,2025-01-10 10:18:02,9,process1,32.0,1.514305322411131,0.5986198827544833,0.07110481917735727,0.1,-0.11770600895081268,1.026784049928903,1,-0.004464905678170089,0.22936287979364156,4,0.05803978758837547,0.46431830070700375,0
119,408481,408499,2025-01-10 10:56:02,9,process2,36.0,1.0993361740828513,0.42902873331476454,0.07743006866077336,0.05,-0.08533404974642389,0.6826723979713911,0,0.029414418706127377,0.6646543334918285,1,0.03217252988791519,0.25738023910332153,0
120,409861,409877,2025-01-10 11:42:02,9,process1,32.0,1.5127796596726721,0.6179253971742483,0.07366582778864682,0.1,-0.11264201368086546,1.0760046167013324,1,-0.005243665787163041,0.22711196554876611,4,0.05789057726702229,0.46312461813617833,0
121,414001,414019,2025-01-10 14:00:02,9,process2,36.0,1.1009002917371085,0.1796731789120203,0.07019075537947533,0.05,-0.07928407119505154,0.6342725695604123,0,0.030289527102180754,0.6873189737458265,1,0.03036372279926336,0.24290978239410688,0
122,415801,415817,2025-01-10 15:00:02,9,process1,32.0,1.4998444824151278,0.7335327935975108,0.07487926572917278,0.1,-0.1258241143532352,1.1372578898540584,1,-0.001800941938179183,0.20126226208701414,4,0.05935467426609614,0.47483739412876913,0
123,417241,417258,2025-01-10 15:48:02,9,process2,34.0,1.0590476771313226,0.12831906489417688,0.0733317073618004,0.05,-0.06696135670181597,0.5356908536145277,0,0.027821628744670916,0.6089093562062455,1,0.015251453269869486,0.12201162615895589,0
124,419581,419597,2025-01-10 17:06:02,9,process1,32.0,1.5345970232768327,0.6300334236202126,0.07394961254603058,0.1,-0.11609328018984455,1.0258719729994579,1,-5.00879034893832e-05,0.2498436327609781,4,0.066558263649026,0.532466109192208,0
125,421201,421219,2025-01-10 18:00:02,9,process2,36.0,1.1812224311362187,0.11442302926284716,0.07910744658961079,0.05,-0.07289306459206424,0.5831445167365139,0,0.025225430663914854,0.7560036375086794,1,0.031547687316918094,0.25238149853534475,0
126,425281,425297,2025-01-10 20:16:02,9,process1,32.0,1.5127098489569457,0.5371417889190077,0.07054258214841688,0.1,-0.11889343660636181,1.0969371235288672,1,0.0014333248991520442,0.24301403040506564,5,0.06247761202572255,0.4998208962057804,0
127,436381,436398,2025-01-11 02:26:02,10,process2,34.0,1.1090127172607405,0.10640175671109979,0.06838816872708128,0.05,-0.0688696221002375,0.5509569768019,0,0.03102936680145575,0.6762982240079833,1,0.02972695045275192,0.23781560362201537,0
128,438121,438137,2025-01-11 03:24:02,10,process1,32.0,1.5125554204399432,0.7379977576678193,0.08123452785991292,0.1,-0.11859574014593804,0.9956583763152591,1,0.0034713948951098977,0.23689277944610954,5,0.048163736028241866,0.3853098882259349,0
129,439261,439278,2025-01-11 04:02:02,10,process2,34.0,1.088717900133826,0.04148759533576487,0.06298365974526626,0.05,-0.08674106148086946,0.6939284918469557,0,0.02712114497113892,0.633841591380425,1,0.019048064614242632,0.15238451691394106,0
130,439441,439457,2025-01-11 04:08:02,10,process1,32.0,1.5131264758017977,1.7407001916978193,0.07250960796477098,0.15000000000000002,-0.11542150154851016,0.9752183685148355,1,-0.0025770272560677507,0.18509867223402665,5,0.052196017712857756,0.41756814170286205,0
131,444842,444860,2025-01-11 07:08:04,10,process2,36.0,1.1018417871796204,0.16125736887502026,0.1166207512633546,0.05,-0.08103991904076813,0.648319352326145,0,0.038067303025701986,0.7483199774328426,2,0.014767508496438153,0.1960740195845312,1
132,446941,446957,2025-01-11 08:18:02,10,process1,32.0,1.5364948502156617,1.2734118623147743,0.07387605776643581,0.15000000000000002,-0.12163350230201009,1.0427604174237741,1,0.003830098708975981,0.20758961061479164,5,0.06724634953454811,0.5379707962763849,0
133,451201,451219,2025-01-11 10:40:02,10,process2,36.0,1.103974113457149,0.7722363764767912,0.07828043124344254,0.05,-0.08212481488641132,0.6569985190912906,0,0.031679580817686036,0.70108631841638,3,0.029941767520456797,0.23953414016365437,0
134,456961,456977,2025-01-11 13:52:02,10,process2,32.0,1.599490353608763,1.410128375071985,0.1723245287108124,0.15000000000000002,-0.12106826864013043,1.0810815245331282,1,0.003021821605832765,0.32142324047176807,5,0.07244249254415897,0.5795399403532717,0
135,457022,457039,2025-01-11 13:54:04,10,process2,34.0,1.0783480787340993,0.05051750675812219,0.1127822004005568,0.05,-0.08578185058570237,0.686254804685619,0,0.04024457453124383,0.724402341562389,0,0.01596091586954418,0.12768732695635343,0
136,458401,458418,2025-01-11 14:40:02,10,process1,34.0,1.5627087758229266,1.425863255566554,0.08219334002453421,0.15000000000000002,-0.1276848407360836,1.0923398452861925,1,0.007019690410500335,0.2503289143605163,4,0.1287902454686778,1.0303219637494223,0
137,460741,460759,2025-01-11 15:58:02,10,process2,36.0,1.1013077702211884,0.44511338146067636,0.07972141326122799,0.05,-0.08607129226966004,0.6885703381572803,0,0.03210080405639795,0.7448951808193254,3,0.027362008560446793,0.21889606848357435,0
138,465841,465857,2025-01-11 18:48:02,10,process2,32.0,1.544536247641445,1.1734634729776323,0.17150917465935547,0.15000000000000002,-0.11946737207308727,1.0527699440584146,1,0.006807215753944101,0.25117153749286913,4,0.05982281633623315,0.4785825306898652,0
139,471661,471679,2025-01-11 22:02:02,10,process2,36.0,1.099238440444834,0.20145331077758655,0.07754840648128965,0.05,-0.08076705221259334,0.6461364177007467,0,0.025332694418771458,0.5940506393576266,1,0.02283478244572762,0.18267825956582096,0
140,474481,474497,2025-01-11 23:36:02,10,process2,32.0,1.5971879319576487,1.1209687953795189,0.17875858550223342,0.05,-0.12623648725110942,1.0098918980088754,0,0.005391610447075134,0.36036085288355313,4,0.06213593208419388,0.49708745667355103,0
141,482042,482059,2025-01-12 03:48:04,11,process2,34.0,1.0281962824987332,0.2813525521403503,0.09203717188459345,0.05,-0.08036979407540978,0.6429583526032783,0,0.04034448275416826,0.7262006895750286,2,0.019737980098213315,0.15790384078570652,0
142,486601,486617,2025-01-12 06:20:02,11,process1,32.0,1.5919854268232654,2.2975851077225165,0.07836690259618281,0.15000000000000002,-0.13718529537737623,1.1321221843833187,1,0.012225353694903074,0.22097194090837524,4,0.0591515781843755,0.473212625475004,0
143,489421,489439,2025-01-12 07:54:02,11,process2,36.0,1.0790756402947146,1.2646726515008118,0.09639520885968936,0.05,-0.07332003185907687,0.586560254872615,0,0.029747968963193823,0.6353268617611283,4,0.038456767625407506,0.30765414100326005,0
144,493921,493938,2025-01-12 10:24:02,11,process1,34.0,1.6520514520040748,2.783546485389105,0.08505164404473241,0.15000000000000002,-0.14844552005276712,1.187564160422137,0,0.012274538764744368,0.2878095907081044,5,0.14374009729896708,1.1499207783917367,0
145,495422,495439,2025-01-12 11:14:04,11,process2,34.0,1.0806437026229476,0.0668554422738684,0.12327981509989965,0.05,-0.09400068893523567,0.7520055114818853,0,0.04213066323884464,0.7583519382992034,0,0.026949564288258676,0.2472819799322048,1
146,495961,495977,2025-01-12 11:32:02,11,process2,32.0,1.631615735598702,1.636104067447793,0.1679985334630739,0.15000000000000002,-0.1441516854665249,1.215249233255519,1,0.007984180249702143,0.31730205590747396,5,0.04661982443801688,0.372958595504135,0
147,497641,497662,2025-01-12 12:28:02,11,process2,42.0,1.0487795290928368,0.638112100900206,0.09354808327807294,0.05,-0.08778245179047617,0.7022596143238093,0,0.04147169571806776,0.7548739227647996,1,0.016606760980781676,0.13683147604990076,2
148,498361,498378,2025-01-12 12:52:02,11,process2,34.0,1.671469278198602,2.0842149121433544,0.17173722865118418,0.15000000000000002,-0.1459276002934235,1.1746133614012941,1,0.006999891774000548,0.3545165304449882,5,0.12252721653336401,0.9802177322669121,0
149,498661,498679,2025-01-12 13:02:02,11,process2,36.0,1.0236606223728462,0.36121111239305925,0.07372298924020489,0.05,-0.07324029777333468,0.5859223821866775,0,0.02371220117938824,0.5222862773795871,1,0.032971061693186254,0.26376849354549003,0
150,499561,499577,2025-01-12 13:32:02,11,process2,32.0,1.609698370538036,0.8420139271681278,0.15061797615771902,0.05,-0.14302236502002075,1.144178920160166,0,0.004333082074425497,0.27015641567412674,5,0.06507456730848993,0.5205965384679194,0
151,509762,509780,2025-01-12 19:12:04,11,process2,36.0,1.1073819842140633,0.047902517213037954,0.1300613317341366,0.05,-0.07792643677922595,0.6234114942338076,0,0.042678684103732004,0.768216313867176,0,0.04863016226413697,0.38904129811309573,0
152,511861,511877,2025-01-12 20:22:02,11,process2,32.0,1.6123033101379938,3.3886504867623106,0.16137732677054967,0.2,-0.13258552612511532,1.0699288020968485,1,-0.0004179760019546761,0.2967983077592682,5,0.0628281985973631,0.5026255887789048,0
153,515041,515058,2025-01-12 22:08:02,11,process2,34.0,1.1536618051497833,0.2460218593621421,0.09433710148806244,0.05,-0.09405455562698917,0.7524364450159133,0,0.036437568615197945,0.8583007548698065,3,0.0073632508647736294,0.09325047471277514,1
154,516121,516137,2025-01-12 22:44:02,11,process2,32.0,1.6197965676867794,1.2442329249315742,0.14081791527638401,0.15000000000000002,-0.15840966586516764,1.267277326921341,0,0.005971495308349666,0.2727690421068698,5,0.06083992914478342,0.4867194331582674,0
155,523021,523040,2025-01-13 02:34:02,12,process2,38.0,1.1154372998943192,4.054668802166266,0.06516468678969087,0.15000000000000002,-0.07998044702793922,0.6398435762235137,0,0.030147894885931725,0.70035861171259,1,0.05564898491631182,0.44519187933049453,0
156,523441,523457,2025-01-13 02:48:02,12,process2,32.0,1.6733546130867705,0.965870728534456,0.15526899602638905,0.15000000000000002,-0.16473271387405242,1.3178617109924193,0,0.003619697139829064,0.3091760918836939,5,0.052544250042735885,0.4203540003418871,0
157,528778,528799,2025-01-13 05:45:56,12,process2,42.0,1.0638423837534745,0.3883330499353234,0.08734859466215332,0.05,-0.06934755086836697,0.597611938256251,1,2.7651027967139858e-05,0.485517424604192,3,0.04804059188048365,0.3843247350438692,0
158,530341,530360,2025-01-13 06:38:02,12,process2,38.0,1.6655609083760785,1.4303594648274687,0.14852908329983597,0.15000000000000002,-0.175875490361606,1.407003922892848,0,0.005314851220868204,0.34637591057443107,6,0.11552334855884616,1.0805668997804077,1
159,532141,532159,2025-01-13 07:38:02,12,process2,36.0,1.084341603940926,0.9029701328037694,0.06326610974035285,0.05,-0.08084149411949532,0.6467319529559625,0,0.02444163010126525,0.6167100143996045,1,0.037210966890815655,0.29768773512652524,0
160,544861,544877,2025-01-13 14:42:02,12,process1,32.0,1.666294931972288,2.6688449573645636,0.06597254548790422,0.2,-0.15945784078147834,1.2756627262518268,0,-0.004664814483568591,0.23817859400108254,6,0.06219690120503418,0.49757520964027346,0
161,546482,546499,2025-01-13 15:36:04,12,process2,34.0,1.0788739944108565,0.026848313178435595,0.10763569679421918,0.05,-0.09269081732077372,0.7415265385661898,0,0.043300340275864616,0.779406124965563,0,0.025955244653172116,0.20764195722537693,0
162,546901,546917,2025-01-13 15:50:02,12,process2,32.0,1.6949008521865019,0.9646197412956935,0.12975581261737507,0.05,-0.1743608394273557,1.3948867154188456,0,-0.004669921642244162,0.2392535289494937,5,0.070228233122832,0.561825864982656,0
163,549482,549498,2025-01-13 17:16:04,12,process2,32.0,1.1066173914811257,0.2056668644668698,0.12430190574716549,0.05,-0.06960790449498455,0.5568632359598764,0,0.046598190964337226,0.83876743735807,0,0.025837923243301475,0.2067033859464118,0
164,549541,549558,2025-01-13 17:18:02,12,process1,34.0,1.7449513156729237,4.138423491702588,0.09901154122342745,0.15000000000000002,-0.17490805787749297,1.3992644630199438,0,-0.004159036660109787,0.30340178552227837,6,0.11413774900338142,0.9131019920270513,0
165,551341,551359,2025-01-13 18:18:02,12,process2,36.0,1.1220732979851937,0.6505885484513069,0.09337696233407293,0.05,-0.07100710008846772,0.5680568007077418,0,0.029886715006580095,0.7125989044958634,5,0.03412824805016684,0.27302598440133474,0
166,557881,557897,2025-01-13 21:56:02,12,process2,32.0,1.6709861228954943,2.429625431226595,0.1349744192227975,0.15000000000000002,-0.1508614548059054,1.2068916384472432,0,-0.005295794048941217,0.29560580798187,5,0.05963139900433578,0.47705119203468627,0
167,558601,558619,2025-01-13 22:20:02,12,process2,36.0,1.1159525067704488,0.9659379263840593,0.08131810271099756,0.05,-0.08091231740526589,0.6472985392421271,0,0.029908443853213514,0.7544718889892694,3,0.022326698895547448,0.17861359116437958,2
168,560521,560537,2025-01-13 23:24:02,12,process2,32.0,1.676334064002572,2.3127385288795463,0.12529757702324565,0.15000000000000002,-0.16394799982203173,1.3115839985762539,0,-0.003963972014637138,0.24847855297838084,6,0.0726538840085803,0.5812310720686424,0
169,569397,569425,2025-01-14 04:19:54,13,process2,56.0,0.9995993896427211,0.2316087454126968,0.06940016528689523,0.05,-0.03952165949485287,0.3676795062860472,1,0.021286876091349556,0.7448370186019293,2,-0.006116362256351537,0.07894565516477492,2
170,572581,572597,2025-01-14 06:06:02,13,process2,32.0,1.7594557735609335,3.7347688775630816,0.14188531841952948,0.15000000000000002,-0.1705084411999392,1.3640675295995135,0,-0.005698720236733419,0.36551103226932735,6,0.04532086227579868,0.36256689820638943,0
171,574021,574039,2025-01-14 06:54:02,13,process2,36.0,1.114781622938633,0.4330542262523833,0.084588700947589,0.05,-0.08085457932695306,0.6468366346156245,0,0.02169411897834323,0.6488872127191789,1,0.03308363914313256,0.2646691131450605,0
172,583681,583697,2025-01-14 12:16:02,13,process2,32.0,1.7345326156487095,2.1491062557733716,0.1440313134255732,0.15000000000000002,-0.15800821412990368,1.2640657130392294,0,-0.006748451245485201,0.3543851549353265,6,0.07817289085877815,0.6253831268702252,0
173,588241,588258,2025-01-14 14:48:02,13,process2,34.0,1.0816945157261033,0.24642022195749344,0.09030787907576988,0.05,-0.09086728802954486,0.7269383042363589,0,0.028576223717243728,0.6397752598430562,1,0.02137866786395487,0.17102934291163896,0
174,588661,588677,2025-01-14 15:02:02,13,process2,32.0,1.7107009451050916,2.1753032392840566,0.12620623132440392,0.2,-0.1636800155893285,1.309440124714628,0,-0.009356607207545005,0.3486214744193865,6,0.073642129850509,0.589137038804072,0
175,600480,600498,2025-01-14 21:36:00,13,process2,36.0,1.0926797425724946,0.3380509439641525,0.0524119615562033,0.05,-0.09378706507137674,0.7502965205710139,0,0.01672842261763916,0.541552728836213,3,0.035272726055346426,0.3268050272591214,1
176,601981,601997,2025-01-14 22:26:02,13,process1,32.0,1.8024533994287966,10.95442639961335,0.0969049137027608,0.25,-0.1407956052898009,1.167360416880145,1,-0.0007946299829140684,0.27218828279572627,5,0.06262055614840345,0.5009644491872276,0
177,602222,602242,2025-01-14 22:34:04,13,process2,40.0,1.0892799353986633,0.09449377982680784,0.09650520353174963,0.05,-0.08306886882489356,0.6645509505991485,0,0.04966593671740443,0.8939868609132797,2,0.00854763715739304,0.11618298200047539,2
178,604261,604277,2025-01-14 23:42:02,13,process1,32.0,1.7446911062808415,8.9865028661588,0.09703767815441372,0.2,-0.1504645269781949,1.2587980708837918,1,-0.0024637840519639515,0.30897383121693345,5,0.07396277435407689,0.5917021948326151,0
